Player,Team,GP,MPG,FGM,FGA,FG%,THPM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,DRAFT
Preston Cook,AU,8,1.2,0.2,0.6,0.4,0,0.1,0,0,0,0,0,0.1,0.4,0.1,0.5,0.1,0.1,0,0.5,0
Tate Clayton,MSU,4,2,0.2,0.2,1,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.5,0
Devontae Williams,AU,6,1.7,0.2,0.3,0.5,0.2,0.3,0.5,0,0,0,0.2,0.2,0,0,0,0,0,0,0.5,0
Will Macoy,AU,11,2.1,0.1,0.5,0.2,0,0.3,0,0.3,0.5,0.6,0.1,0,0,0.1,0.1,0.1,0.2,0.2,0.5,0
Will Reese,LSU,9,2.8,0.2,0.7,0.333,0,0.2,0,0,0,0,0.1,0.1,0.2,0.2,0.4,0.3,0.1,0,0.4,0
Chase Maasdorp,AU,9,2,0.1,0.7,0.167,0.1,0.2,0.5,0.1,0.4,0.25,0.3,0.3,0.1,0,0.1,0,0.1,0,0.4,0
Cole Blackstock,AU,11,2,0,0.2,0,0,0,0,0.4,0.5,0.667,0,0.7,0.2,0.3,0.5,0.1,0,0.2,0.4,0
Antonio Morgano,UM,6,0.8,0.2,0.3,0.5,0,0.2,0,0,0,0,0,0.3,0.2,0,0.2,0,0,0,0.3,0
Mike Edwards,UGA,14,3.4,0.1,0.5,0.286,0,0.1,0,0,0.2,0,0.4,0.2,0.1,0.6,0.6,0.1,0.1,0,0.3,0
Mak Krause,UF,7,1.1,0.1,0.1,1,0,0,0,0,0,0,0.3,0.1,0,0.1,0.1,0,0,0,0.3,0
Connor O'Neill,UGA,9,1.8,0,0,0,0,0,0,0.1,0.2,0.5,0,0.2,0.2,0.2,0.4,0.1,0,0,0.1,0
Britton Johnson,UA,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0
Brock Jancek,UT,6,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0.2,0,0
Luke McGhee,TAMU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooks Ford,MU,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Nelson,USC,4,1.5,0,0.5,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0,0
Jonny David,UK,10,1.4,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0
Tyler Barnes,UA,4,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Adam Wolf,MU,4,1,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Rice,VU,4,1.5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
Jason Cudd,USC,5,5.6,0,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0.6,0.6,0,0,0,0,0
Evan Yerkes,MU,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Frank Byers,TAMU,3,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
Cameron Alo,TAMU,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Brown,TAMU,5,2.4,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0
Zach Walker,TAMU,4,3,0,0.5,0,0,0.2,0,0,0.5,0,0.2,0,0,0,0,0.2,0,0.2,0,0
Christian Guess,MU,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Thomas Collier,AU,8,1.4,0,0.2,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0
Mitch Storm,MSU,4,2.5,0,0.5,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Lawson Schaffer,UA,9,1.7,0,0.7,0,0,0.4,0,0,0,0,0.1,0.2,0,0.1,0.1,0,0.1,0,0,0
